name,risk_pct,rr,atr_sl,time_exit,cooldown,allowed_hours,blocked_days,return_pct,net_profit,total_trades,win_rate,profit_factor,max_drawdown_pct,avg_r_multiple,max_consecutive_losses
R7_RR2.5_SL1.5_TE0_CD0_BH9_BD24,7,2.5,1.5,0,0,"[8, 10, 11, 12, 13]","[2, 4]",2582.79,258278.68,293,40.27,1.88,20.57,0.2209,12
R5_RR2.0_SL2.0_TE120_CD4_BH9_BD2,5,2.0,2.0,120,4,"[8, 10, 11, 12, 13]",[2],2567.78,256777.97,377,49.07,1.68,14.68,0.2179,13
R5_RR3.0_SL1.5_TE360_CD2_BHnone_BDnone,5,3.0,1.5,360,2,all,[],2554.62,255461.88,545,31.74,1.54,12.84,0.1989,26
R5_RR3.0_SL2.0_TE360_CD2_BH89_BD24,5,3.0,2.0,360,2,"[10, 11, 12, 13]","[2, 4]",2543.42,254341.78,224,38.39,1.89,19.86,0.3799,9
R3_RR3.5_SL1.5_TE360_CD2_BH913_BDnone,3,3.5,1.5,360,2,"[8, 10, 11, 12]",[],2527.1,252710.12,360,33.06,2.06,9.92,0.3914,18
R7_RR3.0_SL1.5_TE210_CD4_BHnone_BD2,7,3.0,1.5,210,4,all,[2],2526.71,252671.29,435,33.79,1.73,12.24,0.2111,19
R7_RR2.0_SL2.0_TE0_CD2_BH913_BD2,7,2.0,2.0,0,2,"[8, 10, 11, 12]",[2],2518.47,251847.39,308,43.83,1.83,14.63,0.2377,14
R5_RR3.0_SL2.0_TE360_CD4_BH89_BD24,5,3.0,2.0,360,4,"[10, 11, 12, 13]","[2, 4]",2517.05,251705.27,217,38.71,1.89,20.0,0.3877,9
R5_RR3.0_SL1.5_TE360_CD4_BH89_BD24,5,3.0,1.5,360,4,"[10, 11, 12, 13]","[2, 4]",2514.53,251453.12,218,39.91,2.02,19.99,0.363,10
R7_RR3.0_SL1.5_TE120_CD2_BH89_BD2,7,3.0,1.5,120,2,"[10, 11, 12, 13]",[2],2506.14,250614.11,312,44.23,1.76,13.21,0.1958,10
R5_RR2.5_SL2.0_TE0_CD4_BH89_BD24,5,2.5,2.0,0,4,"[10, 11, 12, 13]","[2, 4]",2504.06,250405.51,217,41.47,2.02,22.13,0.3773,9
R5_RR2.5_SL1.5_TE360_CD2_BH89_BDnone,5,2.5,1.5,360,2,"[10, 11, 12, 13]",[],2504.0,250400.44,364,38.74,1.6,14.18,0.2245,13
R7_RR3.5_SL2.0_TE120_CD2_BH913_BD2,7,3.5,2.0,120,2,"[8, 10, 11, 12]",[2],2498.44,249844.48,308,46.75,1.83,12.74,0.2247,11
R7_RR3.5_SL2.5_TE120_CD4_BH9_BD2,7,3.5,2.5,120,4,"[8, 10, 11, 12, 13]",[2],2489.81,248980.72,370,49.19,1.55,22.63,0.1846,12
R7_RR2.5_SL1.5_TE360_CD0_BH89_BDnone,7,2.5,1.5,360,0,"[10, 11, 12, 13]",[],2486.35,248635.03,380,38.16,1.51,15.89,0.1699,13
R7_RR3.0_SL2.0_TE360_CD4_BHnone_BD24,7,3.0,2.0,360,4,all,"[2, 4]",2459.16,245916.16,318,34.28,1.65,24.43,0.2566,17
R5_RR2.5_SL1.5_TE0_CD0_BH89_BDnone,5,2.5,1.5,0,0,"[10, 11, 12, 13]",[],2456.73,245672.77,380,37.89,1.56,14.41,0.2159,13
R7_RR2.5_SL1.5_TE120_CD2_BH89_BD2,7,2.5,1.5,120,2,"[10, 11, 12, 13]",[2],2456.28,245628.38,312,45.83,1.76,13.44,0.1881,9
R5_RR2.5_SL2.0_TE0_CD2_BH89_BD24,5,2.5,2.0,0,2,"[10, 11, 12, 13]","[2, 4]",2455.65,245564.64,224,41.07,2.0,22.36,0.3677,9
R7_RR2.0_SL2.0_TE360_CD0_BH89_BDnone,7,2.0,2.0,360,0,"[10, 11, 12, 13]",[],2448.95,244895.3,380,42.11,1.42,21.6,0.1703,13
R7_RR3.0_SL1.5_TE210_CD2_BH913_BD24,7,3.0,1.5,210,2,"[8, 10, 11, 12]","[2, 4]",2446.38,244637.73,228,39.91,2.17,12.34,0.2912,10
R7_RR3.5_SL2.0_TE120_CD4_BH913_BD2,7,3.5,2.0,120,4,"[8, 10, 11, 12]",[2],2442.06,244205.77,301,46.84,1.83,13.43,0.2307,11
R7_RR2.5_SL1.5_TE0_CD2_BH9_BD24,7,2.5,1.5,0,2,"[8, 10, 11, 12, 13]","[2, 4]",2433.63,243362.51,285,40.35,1.83,21.67,0.2222,12
R5_RR2.0_SL2.0_TE120_CD2_BH9_BD2,5,2.0,2.0,120,2,"[8, 10, 11, 12, 13]",[2],2425.19,242519.44,389,48.33,1.63,15.11,0.2095,13
R3_RR2.5_SL2.0_TE0_CD0_BH9_BD2,3,2.5,2.0,0,0,"[8, 10, 11, 12, 13]",[2],2419.73,241972.55,396,39.14,1.88,12.72,0.3353,15
R7_RR2.5_SL2.5_TE0_CD0_BH913_BD24,7,2.5,2.5,0,0,"[8, 10, 11, 12]","[2, 4]",2419.6,241960.09,231,39.39,1.73,15.95,0.311,13
R7_RR2.5_SL1.5_TE210_CD2_BH89_BDnone,7,2.5,1.5,210,2,"[10, 11, 12, 13]",[],2413.68,241367.72,363,38.84,1.56,14.62,0.1743,12
R5_RR3.0_SL1.5_TE120_CD4_BH9_BDnone,5,3.0,1.5,120,4,"[8, 10, 11, 12, 13]",[],2402.17,240217.08,447,40.94,1.66,19.89,0.2073,18
R3_RR2.5_SL2.0_TE0_CD4_BHnone_BDnone,3,2.5,2.0,0,4,all,[],2401.3,240129.76,523,36.9,1.59,12.71,0.2599,18
R5_RR2.0_SL2.5_TE0_CD4_BH89_BDnone,5,2.0,2.5,0,4,"[10, 11, 12, 13]",[],2398.53,239853.01,351,42.74,1.47,19.14,0.2447,11
R7_RR3.0_SL1.5_TE0_CD4_BHnone_BDnone,7,3.0,1.5,0,4,all,[],2397.64,239764.25,522,31.42,1.51,12.57,0.1917,25
R7_RR2.0_SL2.0_TE360_CD0_BH89_BD24,7,2.0,2.0,360,0,"[10, 11, 12, 13]","[2, 4]",2385.88,238588.45,229,46.29,1.83,23.95,0.2574,9
R3_RR3.0_SL2.0_TE0_CD2_BH913_BD2,3,3.0,2.0,0,2,"[8, 10, 11, 12]",[2],2367.63,236763.05,306,36.93,2.2,10.05,0.4375,15
R7_RR2.0_SL2.5_TE210_CD0_BH913_BDnone,7,2.0,2.5,210,0,"[8, 10, 11, 12]",[],2365.94,236594.48,366,46.45,1.59,25.75,0.1996,14
R7_RR3.0_SL2.0_TE120_CD0_BH9_BDnone,7,3.0,2.0,120,0,"[8, 10, 11, 12, 13]",[],2353.71,235370.76,470,44.47,1.46,25.42,0.1646,17
R5_RR3.0_SL1.5_TE210_CD4_BHnone_BD2,5,3.0,1.5,210,4,all,[2],2347.15,234715.39,435,33.79,1.77,12.14,0.2342,19
R5_RR3.0_SL2.0_TE120_CD2_BH9_BDnone,5,3.0,2.0,120,2,"[8, 10, 11, 12, 13]",[],2324.7,232470.34,463,45.14,1.51,22.02,0.1959,16
R5_RR3.0_SL1.5_TE210_CD0_BH89_BD24,5,3.0,1.5,210,0,"[10, 11, 12, 13]","[2, 4]",2304.38,230438.44,229,41.05,2.02,21.46,0.3403,10
R7_RR2.0_SL2.5_TE360_CD2_BH89_BD24,7,2.0,2.5,360,2,"[10, 11, 12, 13]","[2, 4]",2303.35,230335.13,219,45.66,1.77,29.04,0.2841,9
R5_RR3.5_SL1.5_TE0_CD4_BH913_BD24,5,3.5,1.5,0,4,"[8, 10, 11, 12]","[2, 4]",2285.62,228561.78,222,34.68,2.28,12.43,0.42,18
R7_RR3.0_SL2.5_TE0_CD2_BH913_BD2,7,3.0,2.5,0,2,"[8, 10, 11, 12]",[2],2273.29,227329.0,301,33.89,1.52,23.07,0.2912,14
R5_RR3.5_SL1.5_TE210_CD0_BH89_BD24,5,3.5,1.5,210,0,"[10, 11, 12, 13]","[2, 4]",2265.39,226538.84,229,38.86,2.09,21.49,0.3629,15
R3_RR3.0_SL2.0_TE0_CD2_BHnone_BDnone,3,3.0,2.0,0,2,all,[],2261.42,226141.73,546,32.42,1.6,16.44,0.2677,18
R3_RR3.0_SL2.0_TE0_CD4_BH913_BD2,3,3.0,2.0,0,4,"[8, 10, 11, 12]",[2],2249.81,224981.08,295,36.95,2.2,9.68,0.4433,15
R5_RR2.0_SL1.5_TE360_CD4_BH9_BD2,5,2.0,1.5,360,4,"[8, 10, 11, 12, 13]",[2],2235.7,223570.08,375,42.67,1.7,16.37,0.2161,16
R7_RR2.5_SL2.0_TE210_CD4_BH913_BD24,7,2.5,2.0,210,4,"[8, 10, 11, 12]","[2, 4]",2229.92,222992.07,223,43.5,2.0,15.41,0.291,10
R7_RR3.0_SL1.5_TE210_CD4_BHnone_BD24,7,3.0,1.5,210,4,all,"[2, 4]",2214.33,221432.84,323,35.29,1.73,20.23,0.2269,16
R3_RR3.5_SL1.5_TE0_CD2_BHnone_BD24,3,3.5,1.5,0,2,all,"[2, 4]",2205.82,220581.75,338,32.84,2.16,14.85,0.4,23
R7_RR3.0_SL2.0_TE210_CD4_BHnone_BD24,7,3.0,2.0,210,4,all,"[2, 4]",2183.09,218309.21,316,37.03,1.66,26.3,0.2432,16
R3_RR3.5_SL1.5_TE0_CD0_BH89_BD24,3,3.5,1.5,0,0,"[10, 11, 12, 13]","[2, 4]",2175.19,217518.82,229,35.81,2.23,18.9,0.5443,15
R5_RR2.0_SL1.5_TE360_CD0_BH9_BD2,5,2.0,1.5,360,0,"[8, 10, 11, 12, 13]",[2],2166.03,216602.6,396,42.17,1.6,21.04,0.2043,16
R3_RR2.5_SL2.5_TE360_CD0_BH913_BDnone,3,2.5,2.5,360,0,"[8, 10, 11, 12]",[],2156.17,215617.28,366,39.89,1.75,18.05,0.3528,18
R5_RR2.0_SL1.5_TE0_CD4_BH9_BDnone,5,2.0,1.5,0,4,"[8, 10, 11, 12, 13]",[],2155.48,215548.15,444,42.12,1.53,16.59,0.1841,19
R3_RR3.5_SL2.5_TE360_CD4_BH9_BD2,3,3.5,2.5,360,4,"[8, 10, 11, 12, 13]",[2],2143.56,214355.6,363,34.16,1.84,12.25,0.3791,13
R3_RR3.0_SL2.0_TE210_CD0_BH9_BDnone,3,3.0,2.0,210,0,"[8, 10, 11, 12, 13]",[],2140.85,214085.31,470,38.3,1.69,17.05,0.2848,17
R7_RR3.5_SL2.0_TE210_CD2_BH89_BD24,7,3.5,2.0,210,2,"[10, 11, 12, 13]","[2, 4]",2138.53,213853.27,223,41.26,1.83,24.77,0.2963,10
R5_RR3.0_SL2.0_TE210_CD2_BH913_BD24,5,3.0,2.0,210,2,"[8, 10, 11, 12]","[2, 4]",2117.19,211718.74,226,42.92,2.1,12.7,0.3627,10
R5_RR2.5_SL1.5_TE360_CD0_BH89_BD24,5,2.5,1.5,360,0,"[10, 11, 12, 13]","[2, 4]",2103.43,210343.37,229,42.36,1.93,22.56,0.3254,10
R7_RR2.0_SL1.5_TE210_CD0_BH9_BDnone,7,2.0,1.5,210,0,"[8, 10, 11, 12, 13]",[],2086.8,208679.62,470,41.28,1.42,24.79,0.1398,18
R5_RR2.5_SL1.5_TE120_CD2_BH9_BDnone,5,2.5,1.5,120,2,"[8, 10, 11, 12, 13]",[],2083.0,208299.81,456,42.32,1.57,22.26,0.1894,18
R5_RR2.0_SL1.5_TE210_CD4_BH9_BD2,5,2.0,1.5,210,4,"[8, 10, 11, 12, 13]",[2],2070.43,207043.05,375,42.4,1.7,17.09,0.2162,15
R5_RR3.0_SL2.5_TE210_CD4_BH89_BD2,5,3.0,2.5,210,4,"[10, 11, 12, 13]",[2],2068.22,206822.09,293,44.71,1.64,22.6,0.2887,9
R7_RR2.0_SL1.5_TE210_CD4_BH89_BD2,7,2.0,1.5,210,4,"[10, 11, 12, 13]",[2],2068.2,206820.03,302,43.38,1.68,16.8,0.1928,12
R5_RR3.5_SL2.5_TE360_CD4_BHnone_BDnone,5,3.5,2.5,360,4,all,[],2061.35,206134.95,515,31.84,1.46,29.41,0.246,18
R5_RR2.5_SL1.5_TE360_CD0_BH913_BD2,5,2.5,1.5,360,0,"[8, 10, 11, 12]",[2],2030.11,203010.55,313,38.66,1.85,17.04,0.277,16
R5_RR2.0_SL2.0_TE120_CD4_BH89_BD2,5,2.0,2.0,120,4,"[10, 11, 12, 13]",[2],2029.16,202915.91,303,50.5,1.63,16.01,0.2436,8
R7_RR2.0_SL2.5_TE210_CD2_BH89_BDnone,7,2.0,2.5,210,2,"[10, 11, 12, 13]",[],2028.87,202886.71,363,44.63,1.37,24.79,0.1803,10
R7_RR2.0_SL1.5_TE120_CD4_BH9_BD2,7,2.0,1.5,120,4,"[8, 10, 11, 12, 13]",[2],2026.92,202692.25,378,44.97,1.59,17.37,0.1624,15
R3_RR2.0_SL2.0_TE0_CD4_BH9_BD2,3,2.0,2.0,0,4,"[8, 10, 11, 12, 13]",[2],2019.81,201981.12,375,44.8,1.79,11.81,0.318,14
R3_RR3.5_SL2.0_TE0_CD4_BH9_BD24,3,3.5,2.0,0,4,"[8, 10, 11, 12, 13]","[2, 4]",2017.33,201733.34,274,33.58,2.02,16.48,0.4684,12
